Border,Date,Measure,Value,Average
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicles,131756,156236
US-Canada Border,09/01/2017 12:00:00 AM,Personal Vehicles,80181,89819
US-Mexico Border,09/01/2017 12:00:00 AM,Pedestrians,20379,33059
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Empty,16076,16728
US-Canada Border,09/01/2017 12:00:00 AM,Personal Vehicle Passengers,14828,32461
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Empty,5380,5576
US-Canada Border,09/01/2017 12:00:00 AM,Truck Containers Empty,3380,3904
US-Mexico Border,09/01/2017 12:00:00 AM,Buses,2911,2973
US-Mexico Border,09/01/2017 12:00:00 AM,Bus Passengers,2690,3145
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Full,2576,2738
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Full,2368,3675
US-Mexico Border,09/01/2017 12:00:00 AM,Trucks,1857,3761
US-Canada Border,09/01/2017 12:00:00 AM,Trucks,1130,2974
US-Canada Border,09/01/2017 12:00:00 AM,Rail Containers Full,695,1242
US-Canada Border,09/01/2017 12:00:00 AM,Rail Containers Empty,687,941
US-Canada Border,09/01/2017 12:00:00 AM,Bus Passengers,561,1315
US-Canada Border,09/01/2017 12:00:00 AM,Pedestrians,133,324
US-Mexico Border,09/01/2017 12:00:00 AM,Trains,64,68
US-Mexico Border,09/01/2017 12:00:00 AM,Train Passengers,40,44
US-Canada Border,09/01/2017 12:00:00 AM,Truck Containers Full,38,1406
US-Canada Border,09/01/2017 12:00:00 AM,Train Passengers,18,131
US-Canada Border,09/01/2017 12:00:00 AM,Trains,13,20
US-Canada Border,09/01/2017 12:00:00 AM,Buses,2,35
US-Mexico Border,09/01/2016 12:00:00 AM,Personal Vehicle Passengers,423865,470336
US-Mexico Border,09/01/2016 12:00:00 AM,Trucks,65898,68104
US-Mexico Border,09/01/2016 12:00:00 AM,Pedestrians,63901,78318
US-Mexico Border,09/01/2016 12:00:00 AM,Personal Vehicles,53305,78191
US-Mexico Border,09/01/2016 12:00:00 AM,Truck Containers Empty,13117,13751
US-Mexico Border,09/01/2016 12:00:00 AM,Rail Containers Full,12850,13080
US-Canada Border,09/01/2016 12:00:00 AM,Personal Vehicle Passengers,11601,29838
US-Canada Border,09/01/2016 12:00:00 AM,Personal Vehicles,5703,15824
US-Canada Border,09/01/2016 12:00:00 AM,Truck Containers Empty,1878,2278
US-Mexico Border,09/01/2016 12:00:00 AM,Train Passengers,1290,1302
US-Canada Border,09/01/2016 12:00:00 AM,Trucks,1239,3249
US-Canada Border,09/01/2016 12:00:00 AM,Truck Containers Full,1105,2741
US-Mexico Border,09/01/2016 12:00:00 AM,Rail Containers Empty,418,595
US-Canada Border,09/01/2016 12:00:00 AM,Rail Containers Empty,354,567
US-Mexico Border,09/01/2016 12:00:00 AM,Trains,341,346
US-Mexico Border,09/01/2016 12:00:00 AM,Buses,210,260
US-Mexico Border,09/01/2016 12:00:00 AM,Truck Containers Full,127,1467
US-Canada Border,09/01/2016 12:00:00 AM,Train Passengers,60,179
US-Canada Border,09/01/2016 12:00:00 AM,Rail Containers Full,58,574
US-Canada Border,09/01/2016 12:00:00 AM,Bus Passengers,16,828
US-Mexico Border,09/01/2016 12:00:00 AM,Bus Passengers,13,565
US-Canada Border,09/01/2016 12:00:00 AM,Trains,12,22
US-Canada Border,09/01/2016 12:00:00 AM,Buses,11,44
US-Canada Border,09/01/2016 12:00:00 AM,Pedestrians,0,204
US-Mexico Border,09/01/2015 12:00:00 AM,Personal Vehicle Passengers,537417,585711
US-Mexico Border,09/01/2015 12:00:00 AM,Personal Vehicles,356403,383489
US-Mexico Border,09/01/2015 12:00:00 AM,Trucks,169847,172497
US-Canada Border,09/01/2015 12:00:00 AM,Personal Vehicle Passengers,9440,27970
US-Mexico Border,09/01/2015 12:00:00 AM,Pedestrians,7008,20340
US-Mexico Border,09/01/2015 12:00:00 AM,Rail Containers Full,4423,4613
US-Canada Border,09/01/2015 12:00:00 AM,Personal Vehicles,2471,13051
US-Mexico Border,09/01/2015 12:00:00 AM,Truck Containers Empty,1551,2128
US-Canada Border,09/01/2015 12:00:00 AM,Trucks,1102,3226
US-Canada Border,09/01/2015 12:00:00 AM,Truck Containers Empty,644,1092
US-Mexico Border,09/01/2015 12:00:00 AM,Truck Containers Full,248,1611
US-Canada Border,09/01/2015 12:00:00 AM,Trains,181,193
US-Canada Border,09/01/2015 12:00:00 AM,Train Passengers,162,298
US-Canada Border,09/01/2015 12:00:00 AM,Bus Passengers,8,935
US-Mexico Border,09/01/2015 12:00:00 AM,Buses,5,70
US-Canada Border,09/01/2015 12:00:00 AM,Truck Containers Full,0,1740
US-Mexico Border,09/01/2015 12:00:00 AM,Trains,0,4
US-Mexico Border,09/01/2015 12:00:00 AM,Train Passengers,0,4
US-Canada Border,09/01/2015 12:00:00 AM,Rail Containers Full,0,555
US-Mexico Border,09/01/2015 12:00:00 AM,Rail Containers Empty,0,153
US-Canada Border,09/01/2015 12:00:00 AM,Rail Containers Empty,0,238
US-Canada Border,09/01/2015 12:00:00 AM,Pedestrians,0,195
US-Canada Border,09/01/2015 12:00:00 AM,Buses,0,40
US-Mexico Border,09/01/2015 12:00:00 AM,Bus Passengers,0,737
US-Mexico Border,09/01/2014 12:00:00 AM,Personal Vehicle Passengers,706146,755056
US-Mexico Border,09/01/2014 12:00:00 AM,Personal Vehicles,109289,135122
US-Mexico Border,09/01/2014 12:00:00 AM,Bus Passengers,41267,42307
US-Canada Border,09/01/2014 12:00:00 AM,Train Passengers,12942,13141
US-Mexico Border,09/01/2014 12:00:00 AM,Pedestrians,10796,24699
US-Mexico Border,09/01/2014 12:00:00 AM,Trucks,2528,4506
US-Canada Border,09/01/2014 12:00:00 AM,Personal Vehicle Passengers,2316,24149
US-Canada Border,09/01/2014 12:00:00 AM,Truck Containers Empty,2139,2690
US-Canada Border,09/01/2014 12:00:00 AM,Personal Vehicles,1720,14061
US-Mexico Border,09/01/2014 12:00:00 AM,Truck Containers Empty,1681,2278
US-Canada Border,09/01/2014 12:00:00 AM,Trucks,1519,3800
US-Mexico Border,09/01/2014 12:00:00 AM,Truck Containers Full,350,1711
US-Canada Border,09/01/2014 12:00:00 AM,Bus Passengers,137,1121
US-Canada Border,09/01/2014 12:00:00 AM,Truck Containers Full,79,1769
US-Canada Border,09/01/2014 12:00:00 AM,Pedestrians,42,238
US-Canada Border,09/01/2014 12:00:00 AM,Trains,25,36
US-Canada Border,09/01/2014 12:00:00 AM,Buses,4,49
US-Mexico Border,09/01/2014 12:00:00 AM,Trains,0,4
US-Mexico Border,09/01/2014 12:00:00 AM,Train Passengers,0,3
US-Mexico Border,09/01/2014 12:00:00 AM,Rail Containers Full,0,178
US-Canada Border,09/01/2014 12:00:00 AM,Rail Containers Full,0,593
US-Mexico Border,09/01/2014 12:00:00 AM,Rail Containers Empty,0,160
US-Canada Border,09/01/2014 12:00:00 AM,Rail Containers Empty,0,298
US-Mexico Border,09/01/2014 12:00:00 AM,Buses,0,80
US-Mexico Border,09/01/2013 12:00:00 AM,Personal Vehicle Passengers,529632,578255
US-Mexico Border,09/01/2013 12:00:00 AM,Personal Vehicles,187837,214145
US-Mexico Border,09/01/2013 12:00:00 AM,Bus Passengers,27471,28439
US-Canada Border,09/01/2013 12:00:00 AM,Personal Vehicles,19972,33471
US-Canada Border,09/01/2013 12:00:00 AM,Personal Vehicle Passengers,12393,36555
US-Mexico Border,09/01/2013 12:00:00 AM,Truck Containers Empty,11142,11797
US-Mexico Border,09/01/2013 12:00:00 AM,Pedestrians,10256,25380
US-Mexico Border,09/01/2013 12:00:00 AM,Buses,4353,4450
US-Canada Border,09/01/2013 12:00:00 AM,Bus Passengers,3545,4649
US-Mexico Border,09/01/2013 12:00:00 AM,Trucks,1951,3873
US-Canada Border,09/01/2013 12:00:00 AM,Buses,1463,1520
US-Canada Border,09/01/2013 12:00:00 AM,Trucks,129,2380
US-Canada Border,09/01/2013 12:00:00 AM,Train Passengers,52,193
US-Canada Border,09/01/2013 12:00:00 AM,Trains,20,32
US-Mexico Border,09/01/2013 12:00:00 AM,Truck Containers Full,13,1303
US-Canada Border,09/01/2013 12:00:00 AM,Truck Containers Empty,10,585
US-Canada Border,09/01/2013 12:00:00 AM,Truck Containers Full,0,1663
US-Mexico Border,09/01/2013 12:00:00 AM,Trains,0,4
US-Mexico Border,09/01/2013 12:00:00 AM,Train Passengers,0,1
US-Mexico Border,09/01/2013 12:00:00 AM,Rail Containers Full,0,181
US-Canada Border,09/01/2013 12:00:00 AM,Rail Containers Full,0,604
US-Mexico Border,09/01/2013 12:00:00 AM,Rail Containers Empty,0,153
US-Canada Border,09/01/2013 12:00:00 AM,Rail Containers Empty,0,301
US-Canada Border,09/01/2013 12:00:00 AM,Pedestrians,0,204
US-Mexico Border,09/01/2012 12:00:00 AM,Personal Vehicle Passengers,1324439,1377412
US-Mexico Border,09/01/2012 12:00:00 AM,Personal Vehicles,778396,807950
US-Mexico Border,09/01/2012 12:00:00 AM,Trucks,36349,38492
US-Canada Border,09/01/2012 12:00:00 AM,Personal Vehicle Passengers,22945,49611
US-Mexico Border,09/01/2012 12:00:00 AM,Rail Containers Full,7816,8026
US-Mexico Border,09/01/2012 12:00:00 AM,Pedestrians,5513,21176
US-Canada Border,09/01/2012 12:00:00 AM,Personal Vehicles,4010,18547
US-Mexico Border,09/01/2012 12:00:00 AM,Rail Containers Empty,2467,2643
US-Mexico Border,09/01/2012 12:00:00 AM,Bus Passengers,1792,2775
US-Canada Border,09/01/2012 12:00:00 AM,Buses,1609,1671
US-Canada Border,09/01/2012 12:00:00 AM,Trucks,1230,3525
US-Mexico Border,09/01/2012 12:00:00 AM,Truck Containers Empty,352,1006
US-Canada Border,09/01/2012 12:00:00 AM,Train Passengers,71,205
US-Canada Border,09/01/2012 12:00:00 AM,Bus Passengers,24,1238
US-Canada Border,09/01/2012 12:00:00 AM,Pedestrians,4,224
US-Canada Border,09/01/2012 12:00:00 AM,Truck Containers Empty,1,491
US-Mexico Border,09/01/2012 12:00:00 AM,Truck Containers Full,0,1294
US-Canada Border,09/01/2012 12:00:00 AM,Truck Containers Full,0,1694
US-Mexico Border,09/01/2012 12:00:00 AM,Trains,0,4
US-Canada Border,09/01/2012 12:00:00 AM,Trains,0,12
US-Mexico Border,09/01/2012 12:00:00 AM,Train Passengers,0,1
US-Canada Border,09/01/2012 12:00:00 AM,Rail Containers Full,0,595
US-Canada Border,09/01/2012 12:00:00 AM,Rail Containers Empty,0,300
US-Mexico Border,09/01/2012 12:00:00 AM,Buses,0,84
US-Mexico Border,09/01/2011 12:00:00 AM,Personal Vehicle Passengers,364719,412974
US-Mexico Border,09/01/2011 12:00:00 AM,Truck Containers Full,108809,110814
US-Mexico Border,09/01/2011 12:00:00 AM,Personal Vehicles,100796,127618
US-Canada Border,09/01/2011 12:00:00 AM,Rail Containers Full,28589,29335
US-Mexico Border,09/01/2011 12:00:00 AM,Pedestrians,17500,34002
US-Canada Border,09/01/2011 12:00:00 AM,Trucks,17379,19956
US-Mexico Border,09/01/2011 12:00:00 AM,Rail Containers Empty,10702,10947
US-Mexico Border,09/01/2011 12:00:00 AM,Trucks,5582,7739
US-Canada Border,09/01/2011 12:00:00 AM,Train Passengers,2742,2901
US-Mexico Border,09/01/2011 12:00:00 AM,Bus Passengers,1285,2280
US-Canada Border,09/01/2011 12:00:00 AM,Personal Vehicle Passengers,753,28417
US-Canada Border,09/01/2011 12:00:00 AM,Personal Vehicles,671,15762
US-Canada Border,09/01/2011 12:00:00 AM,Truck Containers Empty,343,876
US-Canada Border,09/01/2011 12:00:00 AM,Truck Containers Full,320,2158
US-Mexico Border,09/01/2011 12:00:00 AM,Truck Containers Empty,203,901
US-Canada Border,09/01/2011 12:00:00 AM,Pedestrians,195,450
US-Mexico Border,09/01/2011 12:00:00 AM,Trains,0,4
US-Canada Border,09/01/2011 12:00:00 AM,Trains,0,12
US-Mexico Border,09/01/2011 12:00:00 AM,Train Passengers,0,2
US-Mexico Border,09/01/2011 12:00:00 AM,Rail Containers Full,0,161
US-Canada Border,09/01/2011 12:00:00 AM,Rail Containers Empty,0,300
US-Mexico Border,09/01/2011 12:00:00 AM,Buses,0,83
US-Canada Border,09/01/2011 12:00:00 AM,Buses,0,59
US-Canada Border,09/01/2011 12:00:00 AM,Bus Passengers,0,1297
US-Mexico Border,09/01/2010 12:00:00 AM,Personal Vehicles,427289,458497
US-Mexico Border,09/01/2010 12:00:00 AM,Pedestrians,358834,377959
US-Mexico Border,09/01/2010 12:00:00 AM,Personal Vehicle Passengers,192182,248533
US-Canada Border,09/01/2010 12:00:00 AM,Personal Vehicle Passengers,64878,94029
US-Canada Border,09/01/2010 12:00:00 AM,Truck Containers Full,57672,60041
US-Mexico Border,09/01/2010 12:00:00 AM,Truck Containers Full,32284,33925
US-Canada Border,09/01/2010 12:00:00 AM,Personal Vehicles,27026,41863
US-Mexico Border,09/01/2010 12:00:00 AM,Trucks,1728,3936
US-Canada Border,09/01/2010 12:00:00 AM,Trucks,1684,4358
US-Mexico Border,09/01/2010 12:00:00 AM,Rail Containers Full,766,936
US-Canada Border,09/01/2010 12:00:00 AM,Train Passengers,718,874
US-Canada Border,09/01/2010 12:00:00 AM,Truck Containers Empty,676,1247
US-Mexico Border,09/01/2010 12:00:00 AM,Bus Passengers,650,1762
US-Mexico Border,09/01/2010 12:00:00 AM,Truck Containers Empty,86,822
US-Canada Border,09/01/2010 12:00:00 AM,Buses,8,70
US-Canada Border,09/01/2010 12:00:00 AM,Pedestrians,1,235
US-Mexico Border,09/01/2010 12:00:00 AM,Buses,1,98
US-Mexico Border,09/01/2010 12:00:00 AM,Trains,0,4
US-Canada Border,09/01/2010 12:00:00 AM,Trains,0,12
US-Mexico Border,09/01/2010 12:00:00 AM,Train Passengers,0,2
US-Canada Border,09/01/2010 12:00:00 AM,Rail Containers Full,0,560
US-Mexico Border,09/01/2010 12:00:00 AM,Rail Containers Empty,0,198
US-Canada Border,09/01/2010 12:00:00 AM,Rail Containers Empty,0,291
US-Canada Border,09/01/2010 12:00:00 AM,Bus Passengers,0,1361
US-Mexico Border,09/01/2009 12:00:00 AM,Personal Vehicle Passengers,78010,145805
US-Mexico Border,09/01/2009 12:00:00 AM,Personal Vehicles,37902,72507
US-Mexico Border,09/01/2009 12:00:00 AM,Pedestrians,21150,39899
US-Mexico Border,09/01/2009 12:00:00 AM,Truck Containers Empty,7025,7888
US-Canada Border,09/01/2009 12:00:00 AM,Rail Containers Empty,6571,6896
US-Canada Border,09/01/2009 12:00:00 AM,Personal Vehicles,4537,19375
US-Mexico Border,09/01/2009 12:00:00 AM,Trucks,2015,4251
US-Mexico Border,09/01/2009 12:00:00 AM,Rail Containers Empty,1623,1802
US-Mexico Border,09/01/2009 12:00:00 AM,Truck Containers Full,1471,2882
US-Mexico Border,09/01/2009 12:00:00 AM,Bus Passengers,962,1948
US-Canada Border,09/01/2009 12:00:00 AM,Personal Vehicle Passengers,767,29962
US-Canada Border,09/01/2009 12:00:00 AM,Bus Passengers,755,2323
US-Mexico Border,09/01/2009 12:00:00 AM,Buses,691,797
US-Canada Border,09/01/2009 12:00:00 AM,Truck Containers Empty,501,1082
US-Canada Border,09/01/2009 12:00:00 AM,Truck Containers Full,90,2251
US-Canada Border,09/01/2009 12:00:00 AM,Pedestrians,24,297
US-Canada Border,09/01/2009 12:00:00 AM,Trucks,22,2801
US-Mexico Border,09/01/2009 12:00:00 AM,Trains,0,4
US-Canada Border,09/01/2009 12:00:00 AM,Trains,0,12
US-Mexico Border,09/01/2009 12:00:00 AM,Train Passengers,0,2
US-Canada Border,09/01/2009 12:00:00 AM,Train Passengers,0,149
US-Mexico Border,09/01/2009 12:00:00 AM,Rail Containers Full,0,134
US-Canada Border,09/01/2009 12:00:00 AM,Rail Containers Full,0,528
US-Canada Border,09/01/2009 12:00:00 AM,Buses,0,69
US-Canada Border,09/01/2008 12:00:00 AM,Personal Vehicle Passengers,294924,328319
US-Mexico Border,09/01/2008 12:00:00 AM,Personal Vehicles,249606,293914
US-Mexico Border,09/01/2008 12:00:00 AM,Personal Vehicle Passengers,163716,249949
US-Mexico Border,09/01/2008 12:00:00 AM,Trucks,37640,40486
US-Mexico Border,09/01/2008 12:00:00 AM,Rail Containers Empty,12678,12976
US-Mexico Border,09/01/2008 12:00:00 AM,Pedestrians,8242,31784
US-Mexico Border,09/01/2008 12:00:00 AM,Truck Containers Empty,4831,5925
US-Mexico Border,09/01/2008 12:00:00 AM,Truck Containers Full,3387,4949
US-Mexico Border,09/01/2008 12:00:00 AM,Buses,2065,2212
US-Canada Border,09/01/2008 12:00:00 AM,Pedestrians,1290,1529
US-Canada Border,09/01/2008 12:00:00 AM,Trucks,386,3755
US-Canada Border,09/01/2008 12:00:00 AM,Personal Vehicles,361,16433
US-Canada Border,09/01/2008 12:00:00 AM,Truck Containers Full,325,3056
US-Canada Border,09/01/2008 12:00:00 AM,Truck Containers Empty,33,659
US-Canada Border,09/01/2008 12:00:00 AM,Buses,1,79
US-Mexico Border,09/01/2008 12:00:00 AM,Trains,0,5
US-Canada Border,09/01/2008 12:00:00 AM,Trains,0,16
US-Mexico Border,09/01/2008 12:00:00 AM,Train Passengers,0,11
US-Canada Border,09/01/2008 12:00:00 AM,Train Passengers,0,157
US-Mexico Border,09/01/2008 12:00:00 AM,Rail Containers Full,0,168
US-Canada Border,09/01/2008 12:00:00 AM,Rail Containers Full,0,709
US-Canada Border,09/01/2008 12:00:00 AM,Rail Containers Empty,0,334
US-Mexico Border,09/01/2008 12:00:00 AM,Bus Passengers,0,1540
US-Canada Border,09/01/2008 12:00:00 AM,Bus Passengers,0,2022
US-Mexico Border,09/01/2007 12:00:00 AM,Personal Vehicle Passengers,148005,240830
US-Mexico Border,09/01/2007 12:00:00 AM,Personal Vehicles,52952,99403
US-Canada Border,09/01/2007 12:00:00 AM,Personal Vehicle Passengers,24473,61315
US-Mexico Border,09/01/2007 12:00:00 AM,Truck Containers Full,23919,25760
US-Mexico Border,09/01/2007 12:00:00 AM,Rail Containers Full,16772,17122
US-Canada Border,09/01/2007 12:00:00 AM,Trucks,11219,15097
US-Canada Border,09/01/2007 12:00:00 AM,Personal Vehicles,3551,22367
US-Mexico Border,09/01/2007 12:00:00 AM,Pedestrians,3325,31443
US-Canada Border,09/01/2007 12:00:00 AM,Train Passengers,3023,3211
US-Mexico Border,09/01/2007 12:00:00 AM,Bus Passengers,2918,4812
US-Canada Border,09/01/2007 12:00:00 AM,Rail Containers Empty,2695,3048
US-Canada Border,09/01/2007 12:00:00 AM,Truck Containers Full,729,3915
US-Mexico Border,09/01/2007 12:00:00 AM,Truck Containers Empty,664,1668
US-Canada Border,09/01/2007 12:00:00 AM,Buses,236,331
US-Mexico Border,09/01/2007 12:00:00 AM,Trains,126,133
US-Canada Border,09/01/2007 12:00:00 AM,Truck Containers Empty,54,645
US-Mexico Border,09/01/2007 12:00:00 AM,Buses,27,178
US-Mexico Border,09/01/2007 12:00:00 AM,Trucks,17,2743
US-Canada Border,09/01/2007 12:00:00 AM,Pedestrians,9,402
US-Canada Border,09/01/2007 12:00:00 AM,Trains,0,18
US-Mexico Border,09/01/2007 12:00:00 AM,Train Passengers,0,12
US-Canada Border,09/01/2007 12:00:00 AM,Rail Containers Full,0,864
US-Mexico Border,09/01/2007 12:00:00 AM,Rail Containers Empty,0,267
US-Canada Border,09/01/2007 12:00:00 AM,Bus Passengers,0,2532
US-Mexico Border,09/01/2006 12:00:00 AM,Personal Vehicles,146011,200366
US-Mexico Border,09/01/2006 12:00:00 AM,Personal Vehicle Passengers,141088,248218
US-Mexico Border,09/01/2006 12:00:00 AM,Pedestrians,125328,155765
US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicle Passengers,7830,51391
US-Canada Border,09/01/2006 12:00:00 AM,Truck Containers Empty,4672,5353
US-Mexico Border,09/01/2006 12:00:00 AM,Truck Containers Empty,2425,3509
US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicles,1785,22706
US-Mexico Border,09/01/2006 12:00:00 AM,Bus Passengers,1420,3166
US-Mexico Border,09/01/2006 12:00:00 AM,Buses,1171,1342
US-Canada Border,09/01/2006 12:00:00 AM,Trucks,206,4443
US-Mexico Border,09/01/2006 12:00:00 AM,Truck Containers Full,204,2133
US-Mexico Border,09/01/2006 12:00:00 AM,Trains,204,212
US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Empty,190,529
US-Canada Border,09/01/2006 12:00:00 AM,Trains,19,39
US-Canada Border,09/01/2006 12:00:00 AM,Buses,5,88
US-Mexico Border,09/01/2006 12:00:00 AM,Trucks,0,2996
US-Canada Border,09/01/2006 12:00:00 AM,Truck Containers Full,0,3538
US-Mexico Border,09/01/2006 12:00:00 AM,Train Passengers,0,14
US-Canada Border,09/01/2006 12:00:00 AM,Train Passengers,0,185
US-Mexico Border,09/01/2006 12:00:00 AM,Rail Containers Full,0,261
US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Full,0,848
US-Mexico Border,09/01/2006 12:00:00 AM,Rail Containers Empty,0,284
US-Canada Border,09/01/2006 12:00:00 AM,Pedestrians,0,415
US-Canada Border,09/01/2006 12:00:00 AM,Bus Passengers,0,2081
US-Mexico Border,09/01/2005 12:00:00 AM,Personal Vehicles,1423931,1498878
US-Mexico Border,09/01/2005 12:00:00 AM,Personal Vehicle Passengers,175564,300963
US-Mexico Border,09/01/2005 12:00:00 AM,Pedestrians,133002,161635
US-Canada Border,09/01/2005 12:00:00 AM,Bus Passengers,23316,27432
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Full,12543,14841
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Full,8567,12997
US-Canada Border,09/01/2005 12:00:00 AM,Personal Vehicle Passengers,5022,52008
US-Canada Border,09/01/2005 12:00:00 AM,Personal Vehicles,934,24158
US-Canada Border,09/01/2005 12:00:00 AM,Pedestrians,412,892
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Empty,318,1050
US-Mexico Border,09/01/2005 12:00:00 AM,Trucks,309,3682
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Empty,68,1239
US-Canada Border,09/01/2005 12:00:00 AM,Trucks,30,5034
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Empty,23,296
US-Mexico Border,09/01/2005 12:00:00 AM,Buses,19,190
US-Mexico Border,09/01/2005 12:00:00 AM,Trains,3,10
US-Canada Border,09/01/2005 12:00:00 AM,Buses,1,148
